"","group","indval","pval","freq"
"ASV_6848",11,0.31578947368421,0.001,6
"ASV_6883",11,0.31578947368421,0.001,6
"ASV_6895",11,0.31578947368421,0.001,6
"ASV_7022",11,0.31578947368421,0.001,6
"ASV_440",11,0.31553729602505,0.001,19
"ASV_4174",11,0.315038639866651,0.001,22
"ASV_1650",11,0.31493811083434,0.001,27
"ASV_1875",11,0.314258083841075,0.001,13
"ASV_5706",11,0.313504713567361,0.001,11
"ASV_4131",11,0.312917580579115,0.001,13
"ASV_1146",11,0.312550397026063,0.001,44
"ASV_2434",11,0.311656599589023,0.001,50
"ASV_4827",11,0.310839030986174,0.001,28
"ASV_2777",11,0.308376429605537,0.001,27
"ASV_357",11,0.306416789259353,0.001,54
"ASV_2773",11,0.306270787061316,0.001,34
"ASV_590",11,0.30391748469591,0.001,8
"ASV_3357",11,0.302098412729921,0.001,16
"ASV_4189",11,0.300948529886219,0.001,12
"ASV_6166",11,0.298482105789581,0.001,16
"ASV_4300",11,0.296241083747444,0.001,19
"ASV_5364",11,0.295446852477726,0.001,34
"ASV_3456",11,0.294143418230229,0.001,33
"ASV_5273",11,0.293602468929852,0.001,12
"ASV_2248",11,0.293449361365913,0.001,27
"ASV_3480",11,0.293165024003287,0.001,49
"ASV_6286",11,0.292341674625169,0.001,11
"ASV_4258",11,0.291741505404346,0.001,45
"ASV_348",11,0.291588707688753,0.001,12
"ASV_4178",11,0.289604326298197,0.001,38
"ASV_2381",11,0.288827981791787,0.001,14
"ASV_6230",11,0.287826439510236,0.001,22
"ASV_263",11,0.285833737980116,0.001,15
"ASV_704",11,0.285157524402395,0.001,9
"ASV_2348",11,0.282374651984358,0.001,93
"ASV_3800",11,0.281465797729237,0.001,9
"ASV_4777",11,0.281060138542149,0.001,11
"ASV_291",11,0.280008637173125,0.001,40
"ASV_1868",11,0.279701133198553,0.001,16
"ASV_2985",11,0.279636253179086,0.001,20
"ASV_1995",11,0.278576620667854,0.001,59
"ASV_3160",11,0.278307172509673,0.001,19
"ASV_1979",11,0.277479461457611,0.001,9
"ASV_5314",11,0.277183205270769,0.001,11
"ASV_4135",11,0.277048200673381,0.001,12
"ASV_3132",11,0.27669828947143,0.001,12
"ASV_5867",11,0.27652704555911,0.001,98
"ASV_5321",11,0.275755743958874,0.001,25
"ASV_5590",11,0.27536670398363,0.001,25
"ASV_2330",11,0.274291015209787,0.001,52
"ASV_328",11,0.274056334413342,0.001,32
"ASV_70",11,0.27128606076324,0.001,12
"ASV_2813",11,0.269468950456456,0.001,12
"ASV_1130",11,0.269361725728928,0.001,50
"ASV_866",11,0.26921732391348,0.001,17
"ASV_1884",11,0.268273841173662,0.001,98
"ASV_3164",11,0.266813672541159,0.001,42
"ASV_3251",11,0.266773400384088,0.001,51
"ASV_74",11,0.26666548267074,0.001,13
"ASV_1691",11,0.266541980749459,0.001,12
"ASV_395",11,0.266120412630741,0.001,21
"ASV_4802",11,0.265639480492101,0.001,17
"ASV_4305",11,0.264691327179173,0.001,31
"ASV_2718",11,0.264056710112855,0.001,10
"ASV_1296",11,0.264006201146812,0.001,57
"ASV_295",11,0.263981078217453,0.001,22
"ASV_6589",11,0.263157894736842,0.001,5
"ASV_6593",11,0.263157894736842,0.001,5
"ASV_6595",11,0.263157894736842,0.001,5
"ASV_6604",11,0.263157894736842,0.001,5
"ASV_6608",11,0.263157894736842,0.001,5
"ASV_6614",11,0.263157894736842,0.001,5
"ASV_6615",11,0.263157894736842,0.001,5
"ASV_6616",11,0.263157894736842,0.001,5
"ASV_6617",11,0.263157894736842,0.001,5
"ASV_6622",11,0.263157894736842,0.001,5
"ASV_6644",11,0.263157894736842,0.001,5
"ASV_6654",11,0.263157894736842,0.001,5
"ASV_6657",11,0.263157894736842,0.001,5
"ASV_6683",11,0.263157894736842,0.001,5
"ASV_6707",11,0.263157894736842,0.001,5
"ASV_6737",11,0.263157894736842,0.001,5
"ASV_6745",11,0.263157894736842,0.001,5
"ASV_6766",11,0.263157894736842,0.001,5
"ASV_6787",11,0.263157894736842,0.001,5
"ASV_6806",11,0.263157894736842,0.001,5
"ASV_6833",11,0.263157894736842,0.001,5
"ASV_6835",11,0.263157894736842,0.001,5
"ASV_6836",11,0.263157894736842,0.001,5
"ASV_6849",11,0.263157894736842,0.001,5
"ASV_6870",11,0.263157894736842,0.001,5
"ASV_6876",11,0.263157894736842,0.001,5
"ASV_6882",11,0.263157894736842,0.001,5
"ASV_6907",11,0.263157894736842,0.001,5
"ASV_6918",11,0.263157894736842,0.001,5
"ASV_6919",11,0.263157894736842,0.001,5
"ASV_6923",11,0.263157894736842,0.001,5
"ASV_6937",11,0.263157894736842,0.001,5
"ASV_6938",11,0.263157894736842,0.001,5
"ASV_6951",11,0.263157894736842,0.001,5
"ASV_6970",11,0.263157894736842,0.001,5
"ASV_6988",11,0.263157894736842,0.001,5
"ASV_7014",11,0.263157894736842,0.001,5
"ASV_7017",11,0.263157894736842,0.001,5
"ASV_7023",11,0.263157894736842,0.001,5
"ASV_7038",11,0.263157894736842,0.001,5
"ASV_7067",11,0.263157894736842,0.001,5
"ASV_7074",11,0.263157894736842,0.001,5
"ASV_7080",11,0.263157894736842,0.001,5
"ASV_1729",11,0.260721936955387,0.001,90
"ASV_5710",11,0.258819718807409,0.001,42
"ASV_2759",11,0.25573927692531,0.001,22
"ASV_1495",11,0.255708408425788,0.001,13
"ASV_5275",11,0.254614131683871,0.001,11
"ASV_700",11,0.253728007685109,0.001,53
"ASV_508",11,0.252131923572132,0.001,13
"ASV_3168",11,0.251861820354197,0.001,21
"ASV_3133",11,0.251207764172596,0.001,91
"ASV_1516",11,0.249872596074864,0.001,24
"ASV_1197",11,0.24916693387518,0.001,26
"ASV_94",11,0.248659117688009,0.001,18
"ASV_472",11,0.248468295563593,0.001,8
"ASV_297",11,0.248367309056139,0.001,21
"ASV_897",11,0.248136067789154,0.001,13
"ASV_3779",11,0.2441461051625,0.001,14
"ASV_1694",11,0.243617214693713,0.001,29
"ASV_6215",11,0.243240186456212,0.001,20
"ASV_1751",11,0.242799408551275,0.001,35
"ASV_2848",11,0.242530506874787,0.001,66
"ASV_268",11,0.242166764788296,0.001,17
"ASV_285",11,0.241207617759064,0.001,10
"ASV_294",11,0.238311726482272,0.001,33
"ASV_510",11,0.238072662662374,0.001,14
"ASV_4931",11,0.237641490111733,0.001,17
"ASV_6222",11,0.237200878203692,0.001,18
"ASV_1748",11,0.235744527442236,0.001,18
"ASV_2958",11,0.233171726259645,0.001,22
"ASV_5329",11,0.231626218025161,0.001,80
"ASV_332",11,0.231606042076497,0.001,27
"ASV_4196",11,0.231215542275111,0.001,25
"ASV_670",11,0.231152352542314,0.001,47
"ASV_639",11,0.230240984104905,0.001,15
"ASV_3126",11,0.229992460676466,0.001,11
"ASV_3202",11,0.227833454918612,0.001,25
"ASV_461",11,0.225474605455084,0.001,12
"ASV_5005",11,0.223629950361708,0.001,17
"ASV_2390",11,0.223418535330671,0.001,21
"ASV_4276",11,0.223101834067796,0.001,13
"ASV_836",11,0.222590128214105,0.001,45
"ASV_1403",11,0.221816740178913,0.001,63
"ASV_6216",11,0.221557947673182,0.001,14
"ASV_3794",11,0.219612059439343,0.001,11
"ASV_903",11,0.219212369721217,0.001,32
"ASV_344",11,0.217413295422381,0.001,18
"ASV_631",11,0.217301228790643,0.001,12
"ASV_2065",11,0.214620970672117,0.001,9
"ASV_1485",11,0.214249359240699,0.001,16
"ASV_3253",11,0.212723143382235,0.001,65
"ASV_84",11,0.212232786476944,0.001,10
"ASV_5290",11,0.211605937921727,0.001,9
"ASV_172",11,0.211334268889447,0.001,9
"ASV_6573",11,0.210526315789474,0.001,4
"ASV_6581",11,0.210526315789474,0.001,4
"ASV_6583",11,0.210526315789474,0.001,4
"ASV_6597",11,0.210526315789474,0.001,4
"ASV_6599",11,0.210526315789474,0.001,4
"ASV_6606",11,0.210526315789474,0.001,4
"ASV_6619",11,0.210526315789474,0.001,4
"ASV_6620",11,0.210526315789474,0.002,4
"ASV_6638",11,0.210526315789474,0.001,4
"ASV_6660",11,0.210526315789474,0.001,4
"ASV_6668",11,0.210526315789474,0.001,4
"ASV_6669",11,0.210526315789474,0.001,4
"ASV_6687",11,0.210526315789474,0.001,4
"ASV_6690",11,0.210526315789474,0.001,4
"ASV_6695",11,0.210526315789474,0.001,4
"ASV_6728",11,0.210526315789474,0.001,4
"ASV_6748",11,0.210526315789474,0.001,4
"ASV_6749",11,0.210526315789474,0.001,4
"ASV_6761",11,0.210526315789474,0.001,4
"ASV_6764",11,0.210526315789474,0.001,4
"ASV_6776",11,0.210526315789474,0.001,4
"ASV_6782",11,0.210526315789474,0.001,4
"ASV_6783",11,0.210526315789474,0.001,4
"ASV_6786",11,0.210526315789474,0.001,4
"ASV_6795",11,0.210526315789474,0.001,4
"ASV_6813",11,0.210526315789474,0.001,4
"ASV_6822",11,0.210526315789474,0.001,4
"ASV_6884",11,0.210526315789474,0.001,4
"ASV_6897",11,0.210526315789474,0.001,4
"ASV_6939",11,0.210526315789474,0.001,4
"ASV_6943",11,0.210526315789474,0.001,4
"ASV_6950",11,0.210526315789474,0.001,4
"ASV_6973",11,0.210526315789474,0.001,4
"ASV_6990",11,0.210526315789474,0.001,4
"ASV_7110",11,0.210526315789474,0.001,4
"ASV_7166",11,0.210526315789474,0.001,4
"ASV_7288",11,0.210526315789474,0.001,4
"ASV_7290",11,0.210526315789474,0.001,4
"ASV_6188",11,0.2099204846649,0.001,11
"ASV_872",11,0.209386758803647,0.001,16
"ASV_5823",11,0.208325817971935,0.001,13
"ASV_2272",11,0.207959292029966,0.002,26
"ASV_4816",11,0.207537714039491,0.001,27
"ASV_3306",11,0.205432937181664,0.001,7
"ASV_914",11,0.205171877069511,0.001,37
"ASV_2766",11,0.204604919519676,0.001,18
"ASV_1867",11,0.203383674828244,0.003,18
"ASV_2564",11,0.202193493045769,0.001,8
"ASV_507",11,0.202122014634611,0.001,10
"ASV_340",11,0.201450234976825,0.001,15
"ASV_3125",11,0.198285237360581,0.001,8
"ASV_3230",11,0.19596659056894,0.001,15
"ASV_2724",11,0.195756050465012,0.001,30
"ASV_3600",11,0.194309350795224,0.001,22
"ASV_3151",11,0.193872111128689,0.001,19
"ASV_54",11,0.193351547173445,0.001,28
"ASV_276",11,0.193034510279437,0.001,18
"ASV_2947",11,0.188726241958984,0.001,10
"ASV_337",11,0.187495244134432,0.001,9
"ASV_2999",11,0.187330244168068,0.001,24
"ASV_2782",11,0.186585828089223,0.001,13
"ASV_506",11,0.184999725914924,0.001,13
"ASV_766",11,0.18440427720228,0.001,21
"ASV_3056",11,0.184260855244505,0.001,23
"ASV_215",11,0.184016086274277,0.001,22
"ASV_6030",11,0.183116473312366,0.001,34
"ASV_4932",11,0.182555429053125,0.001,15
"ASV_3595",11,0.179640601167674,0.001,10
"ASV_2587",11,0.179350709493651,0.008,40
"ASV_650",11,0.177979972997501,0.001,6
"ASV_5449",11,0.175610881581428,0.001,37
"ASV_4329",11,0.175045850833003,0.001,12
"ASV_312",11,0.1709080940863,0.001,19
"ASV_2664",11,0.170428532814014,0.001,47
"ASV_2927",11,0.169749715849783,0.001,14
"ASV_738",11,0.169296789075508,0.001,9
"ASV_2957",11,0.169258549185888,0.001,55
"ASV_136",11,0.169053076253706,0.001,11
"ASV_3378",11,0.167966242817441,0.001,34
"ASV_1038",11,0.167789916146428,0.001,16
"ASV_2988",11,0.167608337046338,0.001,71
"ASV_1141",11,0.167151291653799,0.002,56
"ASV_2852",11,0.16625672260061,0.003,32
"ASV_66",11,0.165371867957046,0.003,11
"ASV_2393",11,0.164844213161188,0.001,10
"ASV_2689",11,0.164749381456505,0.001,51
"ASV_3804",11,0.164257791735871,0.001,8
"ASV_3531",11,0.164203417942718,0.001,20
"ASV_5728",11,0.162794149648749,0.001,62
"ASV_383",11,0.161969596316536,0.002,10
"ASV_2505",11,0.161673567221395,0.001,12
"ASV_5707",11,0.161304622507537,0.001,19
"ASV_3990",11,0.161048309070219,0.001,26
"ASV_2518",11,0.16019769853989,0.002,16
"ASV_1294",11,0.159313731160331,0.046,32
"ASV_3240",11,0.159286276257601,0.002,44
"ASV_3131",11,0.158598087228948,0.002,22
"ASV_6175",11,0.15841699065746,0.001,7
"ASV_6639",11,0.157894736842105,0.001,3
"ASV_6645",11,0.157894736842105,0.001,3
"ASV_6662",11,0.157894736842105,0.001,3
"ASV_6672",11,0.157894736842105,0.001,3
"ASV_6681",11,0.157894736842105,0.001,3
"ASV_6701",11,0.157894736842105,0.001,3
"ASV_6710",11,0.157894736842105,0.001,3
"ASV_6719",11,0.157894736842105,0.001,3
"ASV_6722",11,0.157894736842105,0.001,3
"ASV_6738",11,0.157894736842105,0.001,3
"ASV_6777",11,0.157894736842105,0.001,3
"ASV_6801",11,0.157894736842105,0.001,3
"ASV_6802",11,0.157894736842105,0.002,3
"ASV_6803",11,0.157894736842105,0.002,3
"ASV_6805",11,0.157894736842105,0.001,3
"ASV_6825",11,0.157894736842105,0.001,3
"ASV_6827",11,0.157894736842105,0.001,3
"ASV_6847",11,0.157894736842105,0.001,3
"ASV_6863",11,0.157894736842105,0.001,3
"ASV_6865",11,0.157894736842105,0.001,3
"ASV_6875",11,0.157894736842105,0.002,3
"ASV_6967",11,0.157894736842105,0.001,3
"ASV_6987",11,0.157894736842105,0.001,3
"ASV_7012",11,0.157894736842105,0.001,3
"ASV_7024",11,0.157894736842105,0.001,3
"ASV_7066",11,0.157894736842105,0.001,3
"ASV_7068",11,0.157894736842105,0.001,3
"ASV_7069",11,0.157894736842105,0.001,3
"ASV_7075",11,0.157894736842105,0.001,3
"ASV_7162",11,0.157894736842105,0.001,3
"ASV_7167",11,0.157894736842105,0.001,3
"ASV_7178",11,0.157894736842105,0.001,3
"ASV_7206",11,0.157894736842105,0.002,3
"ASV_7227",11,0.157894736842105,0.001,3
"ASV_7230",11,0.157894736842105,0.001,3
"ASV_7300",11,0.157894736842105,0.001,3
"ASV_7379",11,0.157894736842105,0.001,3
"ASV_2974",11,0.157521550133945,0.002,14
"ASV_3356",11,0.155561755094457,0.001,16
"ASV_2474",11,0.155121862523013,0.001,33
"ASV_6441",11,0.154148690620528,0.003,37
"ASV_2661",11,0.153798539933369,0.001,8
"ASV_6281",11,0.153247899445874,0.001,11
"ASV_6182",11,0.152796835641667,0.001,7
"ASV_2280",11,0.150166227089624,0.001,14
"ASV_3094",11,0.148747388201226,0.001,23
"ASV_1489",11,0.148466042341379,0.001,9
"ASV_722",11,0.148448771722359,0.012,48
"ASV_2695",11,0.147525526158411,0.003,44
"ASV_288",11,0.14730712636414,0.001,13
"ASV_2849",11,0.146635244828489,0.001,6
"ASV_59",11,0.145947502477616,0.001,18
"ASV_1889",11,0.14474994907892,0.004,69
"ASV_1730",11,0.144393741275744,0.001,43
"ASV_3986",11,0.143552959281668,0.003,57
"ASV_2173",11,0.142476910056544,0.001,7
"ASV_1189",11,0.141454401777884,0.01,94
"ASV_873",11,0.141306864436528,0.002,12
"ASV_2799",11,0.141139209596319,0.001,20
"ASV_682",11,0.140877707203543,0.001,11
"ASV_1841",11,0.140460248702928,0.001,17
"ASV_3372",11,0.139919062225968,0.001,11
"ASV_1216",11,0.138921658080728,0.005,68
"ASV_229",11,0.137481412956166,0.003,41
"ASV_265",11,0.137380600165878,0.008,40
"ASV_4729",11,0.136613020538361,0.001,9
"ASV_1118",11,0.130338049717659,0.018,91
"ASV_465",11,0.12729783938252,0.002,16
"ASV_3004",11,0.127155596597687,0.001,29
"ASV_137",11,0.126173951698071,0.002,7
"ASV_284",11,0.124975965650439,0.011,84
"ASV_252",11,0.124828008456453,0.002,17
"ASV_4198",11,0.1243390682952,0.011,23
"ASV_6171",11,0.120475557435495,0.002,9
"ASV_589",11,0.119925573462288,0.002,12
"ASV_3023",11,0.118110143313267,0.002,11
"ASV_2962",11,0.116454639943611,0.003,20
"ASV_5941",11,0.115966435452596,0.005,12
"ASV_3536",11,0.115468207127794,0.003,16
"ASV_273",11,0.115123967266827,0.006,20
"ASV_597",11,0.114999276582654,0.006,17
"ASV_6519",11,0.114985669102106,0.013,22
"ASV_3087",11,0.114507809476831,0.003,12
"ASV_4795",11,0.113697130654799,0.001,10
"ASV_1255",11,0.113414204760918,0.002,10
"ASV_350",11,0.113054217733293,0.01,34
"ASV_4011",11,0.112965340179718,0.004,7
"ASV_3063",11,0.110204583261047,0.001,8
"ASV_4636",11,0.109867290403046,0.018,10
"ASV_6365",11,0.109413619641114,0.002,8
"ASV_588",11,0.108279016617111,0.002,24
"ASV_6111",11,0.107934424580521,0.001,10
"ASV_6596",11,0.105263157894737,0.003,2
"ASV_6632",11,0.105263157894737,0.004,2
"ASV_6708",11,0.105263157894737,0.005,2
"ASV_6709",11,0.105263157894737,0.003,2
"ASV_6729",11,0.105263157894737,0.004,2
"ASV_6734",11,0.105263157894737,0.007,2
"ASV_6735",11,0.105263157894737,0.003,2
"ASV_6747",11,0.105263157894737,0.006,2
"ASV_6758",11,0.105263157894737,0.005,2
"ASV_6790",11,0.105263157894737,0.007,2
"ASV_6791",11,0.105263157894737,0.004,2
"ASV_6792",11,0.105263157894737,0.003,2
"ASV_6858",11,0.105263157894737,0.003,2
"ASV_6859",11,0.105263157894737,0.004,2
"ASV_6862",11,0.105263157894737,0.008,2
"ASV_6872",11,0.105263157894737,0.002,2
"ASV_6874",11,0.105263157894737,0.004,2
"ASV_6888",11,0.105263157894737,0.004,2
"ASV_6904",11,0.105263157894737,0.004,2
"ASV_6906",11,0.105263157894737,0.002,2
"ASV_6925",11,0.105263157894737,0.002,2
"ASV_6965",11,0.105263157894737,0.002,2
"ASV_6968",11,0.105263157894737,0.004,2
"ASV_6969",11,0.105263157894737,0.002,2
"ASV_6971",11,0.105263157894737,0.006,2
"ASV_6994",11,0.105263157894737,0.004,2
"ASV_6995",11,0.105263157894737,0.005,2
"ASV_6996",11,0.105263157894737,0.007,2
"ASV_7011",11,0.105263157894737,0.002,2
"ASV_7021",11,0.105263157894737,0.005,2
"ASV_7065",11,0.105263157894737,0.004,2
"ASV_7072",11,0.105263157894737,0.005,2
"ASV_7079",11,0.105263157894737,0.004,2
"ASV_7102",11,0.105263157894737,0.003,2
"ASV_7104",11,0.105263157894737,0.003,2
"ASV_7129",11,0.105263157894737,0.006,2
"ASV_7133",11,0.105263157894737,0.004,2
"ASV_7179",11,0.105263157894737,0.002,2
"ASV_7180",11,0.105263157894737,0.004,2
"ASV_7204",11,0.105263157894737,0.003,2
"ASV_7211",11,0.105263157894737,0.005,2
"ASV_7219",11,0.105263157894737,0.004,2
"ASV_7221",11,0.105263157894737,0.004,2
"ASV_7224",11,0.105263157894737,0.006,2
"ASV_7299",11,0.105263157894737,0.004,2
"ASV_7302",11,0.105263157894737,0.002,2
"ASV_7311",11,0.105263157894737,0.004,2
"ASV_7348",11,0.105263157894737,0.003,2
"ASV_7376",11,0.105263157894737,0.004,2
"ASV_7456",11,0.105263157894737,0.002,2
"ASV_7463",11,0.105263157894737,0.003,2
"ASV_583",11,0.104651786347853,0.015,34
"ASV_3987",11,0.104204051959727,0.022,86
"ASV_2649",11,0.102922161402519,0.008,54
"ASV_1758",11,0.101168145822844,0.045,27
"ASV_6004",11,0.100278425896412,0.027,31
"ASV_2975",11,0.0990268536659874,0.017,43
"ASV_225",11,0.0984172959623075,0.004,13
"ASV_5793",11,0.0968525849262558,0.002,30
"ASV_912",11,0.095717095100809,0.025,53
"ASV_5938",11,0.0952525528967039,0.005,8
"ASV_6122",11,0.0941272928710275,0.012,26
"ASV_663",11,0.0926063436194117,0.004,15
"ASV_1365",11,0.0919470987212569,0.014,28
"ASV_2291",11,0.0919017971884141,0.006,13
"ASV_2283",11,0.0918979863635829,0.003,19
"ASV_2592",11,0.0909928648534794,0.012,15
"ASV_906",11,0.0909035950806321,0.01,17
"ASV_3909",11,0.090898360881772,0.011,30
"ASV_617",11,0.0906990270663104,0.012,23
"ASV_3980",11,0.089850015256664,0.005,18
"ASV_6190",11,0.0895405919374223,0.018,18
"ASV_3058",11,0.0856524873828407,0.012,7
"ASV_3947",11,0.0842045859569918,0.007,7
"ASV_4179",11,0.0833949558112988,0.015,6
"ASV_2227",11,0.082687808513225,0.009,14
"ASV_727",11,0.0826422370427612,0.012,11
"ASV_3433",11,0.081841524514906,0.05,37
"ASV_309",11,0.0811709395496635,0.014,13
"ASV_371",11,0.0777857007418807,0.007,8
"ASV_6502",11,0.0766133155711313,0.042,17
"ASV_261",11,0.0757259274513842,0.011,8
"ASV_378",11,0.0739939526537034,0.042,12
"ASV_270",11,0.0715762361473549,0.023,7
"ASV_2992",11,0.0703162761957439,0.024,19
"ASV_6486",11,0.0668016194331984,0.03,5
"ASV_1750",11,0.0639014355593837,0.032,15
"ASV_2281",11,0.062952912922564,0.038,25
"ASV_6670",11,0.0526315789473684,0.043,1
"ASV_6679",11,0.0526315789473684,0.045,1
"ASV_6689",11,0.0526315789473684,0.049,1
"ASV_6693",11,0.0526315789473684,0.049,1
"ASV_6716",11,0.0526315789473684,0.05,1
"ASV_6720",11,0.0526315789473684,0.048,1
"ASV_6723",11,0.0526315789473684,0.042,1
"ASV_6727",11,0.0526315789473684,0.05,1
"ASV_6730",11,0.0526315789473684,0.045,1
"ASV_6744",11,0.0526315789473684,0.047,1
"ASV_6762",11,0.0526315789473684,0.05,1
"ASV_6767",11,0.0526315789473684,0.042,1
"ASV_6768",11,0.0526315789473684,0.045,1
"ASV_6775",11,0.0526315789473684,0.041,1
"ASV_6779",11,0.0526315789473684,0.044,1
"ASV_6780",11,0.0526315789473684,0.046,1
"ASV_6804",11,0.0526315789473684,0.049,1
"ASV_6809",11,0.0526315789473684,0.05,1
"ASV_6811",11,0.0526315789473684,0.05,1
"ASV_6814",11,0.0526315789473684,0.05,1
"ASV_6816",11,0.0526315789473684,0.049,1
"ASV_6821",11,0.0526315789473684,0.035,1
"ASV_6829",11,0.0526315789473684,0.047,1
"ASV_6830",11,0.0526315789473684,0.04,1
"ASV_6845",11,0.0526315789473684,0.046,1
"ASV_6851",11,0.0526315789473684,0.045,1
"ASV_6860",11,0.0526315789473684,0.044,1
"ASV_6878",11,0.0526315789473684,0.048,1
"ASV_6881",11,0.0526315789473684,0.046,1
"ASV_6885",11,0.0526315789473684,0.045,1
"ASV_6894",11,0.0526315789473684,0.05,1
"ASV_6898",11,0.0526315789473684,0.05,1
"ASV_6908",11,0.0526315789473684,0.043,1
"ASV_6912",11,0.0526315789473684,0.049,1
"ASV_6914",11,0.0526315789473684,0.042,1
"ASV_6915",11,0.0526315789473684,0.042,1
"ASV_6916",11,0.0526315789473684,0.048,1
"ASV_6922",11,0.0526315789473684,0.048,1
"ASV_6926",11,0.0526315789473684,0.05,1
"ASV_6927",11,0.0526315789473684,0.045,1
"ASV_6928",11,0.0526315789473684,0.05,1
"ASV_6929",11,0.0526315789473684,0.049,1
"ASV_6931",11,0.0526315789473684,0.044,1
"ASV_6934",11,0.0526315789473684,0.049,1
"ASV_6936",11,0.0526315789473684,0.048,1
"ASV_6940",11,0.0526315789473684,0.048,1
"ASV_6942",11,0.0526315789473684,0.05,1
"ASV_6946",11,0.0526315789473684,0.043,1
"ASV_6948",11,0.0526315789473684,0.05,1
"ASV_6952",11,0.0526315789473684,0.049,1
"ASV_6953",11,0.0526315789473684,0.047,1
"ASV_6954",11,0.0526315789473684,0.049,1
"ASV_6955",11,0.0526315789473684,0.05,1
"ASV_6956",11,0.0526315789473684,0.047,1
"ASV_6957",11,0.0526315789473684,0.044,1
"ASV_6958",11,0.0526315789473684,0.047,1
"ASV_6964",11,0.0526315789473684,0.041,1
"ASV_6974",11,0.0526315789473684,0.044,1
"ASV_6981",11,0.0526315789473684,0.049,1
"ASV_6982",11,0.0526315789473684,0.044,1
"ASV_6991",11,0.0526315789473684,0.048,1
"ASV_6998",11,0.0526315789473684,0.048,1
"ASV_7001",11,0.0526315789473684,0.047,1
"ASV_7018",11,0.0526315789473684,0.039,1
"ASV_7020",11,0.0526315789473684,0.05,1
"ASV_7027",11,0.0526315789473684,0.042,1
"ASV_7031",11,0.0526315789473684,0.048,1
"ASV_7033",11,0.0526315789473684,0.048,1
"ASV_7035",11,0.0526315789473684,0.046,1
"ASV_7036",11,0.0526315789473684,0.048,1
"ASV_7040",11,0.0526315789473684,0.048,1
"ASV_7048",11,0.0526315789473684,0.038,1
"ASV_7049",11,0.0526315789473684,0.048,1
"ASV_7052",11,0.0526315789473684,0.046,1
"ASV_7057",11,0.0526315789473684,0.048,1
"ASV_7070",11,0.0526315789473684,0.045,1
"ASV_7071",11,0.0526315789473684,0.05,1
"ASV_7077",11,0.0526315789473684,0.045,1
"ASV_7086",11,0.0526315789473684,0.044,1
"ASV_7091",11,0.0526315789473684,0.04,1
"ASV_7092",11,0.0526315789473684,0.047,1
"ASV_7093",11,0.0526315789473684,0.045,1
"ASV_7095",11,0.0526315789473684,0.046,1
"ASV_7097",11,0.0526315789473684,0.049,1
"ASV_7100",11,0.0526315789473684,0.042,1
"ASV_7109",11,0.0526315789473684,0.042,1
"ASV_7111",11,0.0526315789473684,0.046,1
"ASV_7113",11,0.0526315789473684,0.048,1
"ASV_7120",11,0.0526315789473684,0.046,1
"ASV_7123",11,0.0526315789473684,0.036,1
"ASV_7125",11,0.0526315789473684,0.048,1
"ASV_7127",11,0.0526315789473684,0.049,1
"ASV_7140",11,0.0526315789473684,0.049,1
"ASV_7145",11,0.0526315789473684,0.041,1
"ASV_7148",11,0.0526315789473684,0.039,1
"ASV_7153",11,0.0526315789473684,0.043,1
"ASV_7157",11,0.0526315789473684,0.049,1
"ASV_7165",11,0.0526315789473684,0.049,1
"ASV_7168",11,0.0526315789473684,0.044,1
"ASV_7170",11,0.0526315789473684,0.044,1
"ASV_7172",11,0.0526315789473684,0.042,1
"ASV_7173",11,0.0526315789473684,0.041,1
"ASV_7177",11,0.0526315789473684,0.05,1
"ASV_7181",11,0.0526315789473684,0.043,1
"ASV_7182",11,0.0526315789473684,0.05,1
"ASV_7184",11,0.0526315789473684,0.047,1
"ASV_7186",11,0.0526315789473684,0.048,1
"ASV_7188",11,0.0526315789473684,0.045,1
"ASV_7191",11,0.0526315789473684,0.049,1
"ASV_7192",11,0.0526315789473684,0.046,1
"ASV_7193",11,0.0526315789473684,0.048,1
"ASV_7199",11,0.0526315789473684,0.05,1
"ASV_7200",11,0.0526315789473684,0.05,1
"ASV_7201",11,0.0526315789473684,0.046,1
"ASV_7202",11,0.0526315789473684,0.046,1
"ASV_7214",11,0.0526315789473684,0.049,1
"ASV_7231",11,0.0526315789473684,0.049,1
"ASV_7235",11,0.0526315789473684,0.048,1
"ASV_7244",11,0.0526315789473684,0.049,1
"ASV_7245",11,0.0526315789473684,0.05,1
"ASV_7248",11,0.0526315789473684,0.045,1
"ASV_7252",11,0.0526315789473684,0.05,1
"ASV_7253",11,0.0526315789473684,0.047,1
"ASV_7255",11,0.0526315789473684,0.04,1
"ASV_7257",11,0.0526315789473684,0.05,1
"ASV_7267",11,0.0526315789473684,0.049,1
"ASV_7271",11,0.0526315789473684,0.049,1
"ASV_7272",11,0.0526315789473684,0.044,1
"ASV_7275",11,0.0526315789473684,0.043,1
"ASV_7277",11,0.0526315789473684,0.041,1
"ASV_7279",11,0.0526315789473684,0.05,1
"ASV_7280",11,0.0526315789473684,0.048,1
"ASV_7284",11,0.0526315789473684,0.042,1
"ASV_7285",11,0.0526315789473684,0.042,1
"ASV_7294",11,0.0526315789473684,0.048,1
"ASV_7296",11,0.0526315789473684,0.05,1
"ASV_7301",11,0.0526315789473684,0.05,1
"ASV_7319",11,0.0526315789473684,0.047,1
"ASV_7321",11,0.0526315789473684,0.042,1
"ASV_7322",11,0.0526315789473684,0.039,1
